,Year,Player,Team,Pos,G,MP,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2018,Natalie Achonwa,IND,F,34,883,34,34,26,4,7.6,0.527,0,0,,4,7.6,0.527,2.2,2.8,0.8,2.5,6.9,1.4,0.9,0.7,1.1,3.1,10.3
1,2018,Kayla Alexander,IND,C,30,257,30,0,8.6,1.1,2,0.541,0,0,,1.1,2,0.541,0.5,0.6,0.824,0.7,2.2,0.2,0.1,0.3,0.6,1.2,2.7
2,2018,Lindsay Allen,LVA,G,24,358,24,6,14.9,1.2,3,0.384,0,0.7,0.063,1.1,2.4,0.474,0.7,1,0.708,0.1,1.3,2.9,0.6,0,0.9,0.7,3.1
3,2018,Rebecca Allen,NYL,F,28,291,28,0,10.4,1.4,3.6,0.376,0.4,1.4,0.263,1,2.3,0.444,0.8,0.9,0.84,0.5,1.7,0.3,0.3,0.4,0.6,1.3,3.8
4,2018,Ariel Atkins,WAS,G,29,652,29,24,22.5,4.1,9.6,0.432,1.6,4.3,0.357,2.6,5.2,0.493,1.4,1.8,0.824,1,2.4,2.1,1.3,0.3,1.3,2.5,11.3
5,2018,Seimone Augustus,MIN,G-F,33,864,33,33,26.2,4.7,10.1,0.467,0.6,2,0.318,4.1,8.1,0.504,0.7,1,0.706,0.2,1.8,2.6,0.4,0.2,1.2,1,10.8
6,2018,Rachel Banham,CON,G,33,424,33,5,12.8,1.7,4,0.414,0.9,2.5,0.37,0.8,1.6,0.481,1,1.2,0.868,0.2,0.9,1.5,0.5,0.1,0.5,1.7,5.2
7,2018,Alana Beard,LAS,G-F,30,766,30,30,25.5,1.7,4.3,0.392,0.1,0.2,0.4,1.6,4.2,0.392,0.6,0.7,0.81,1.2,3.3,1.7,1.5,0.2,0.7,2.4,4
8,2018,Hind Ben Abdelkader,IND,G,14,142,14,0,10.1,0.6,3.1,0.186,0.4,2.1,0.207,0.1,1,0.143,0.5,0.6,0.875,0.1,1,0.8,0.3,0.1,0.9,0.7,2.1
9,2018,Monique Billings,ATL,F,32,353,32,0,11,1.3,2.9,0.441,0,0,,1.3,2.9,0.441,0.8,1,0.75,1.2,2.8,0.4,0.4,0,0.4,1.2,3.3
10,2018,Sue Bird,SEA,G,31,824,31,31,26.6,3.7,8,0.466,1.9,4.3,0.448,1.8,3.6,0.487,0.8,0.9,0.828,0.2,1.7,7.1,1.1,0.1,1.9,1.2,10.1
11,2018,Kelsey Bone,LVA,C,32,344,32,10,10.8,1.3,2.5,0.5,0,0,,1.3,2.5,0.5,0.3,0.6,0.5,0.6,2.2,1.2,0.1,0.1,0.9,1.9,2.8
12,2018,DeWanna Bonner,PHO,F-G,34,1120,34,34,32.9,6.1,13.5,0.452,1.6,5.2,0.313,4.5,8.4,0.539,3.4,4,0.867,1.4,7.2,3.2,1.3,0.4,1.6,1.8,17.3
13,2018,Brittany Boyd,NYL,G,30,613,30,14,20.4,2.3,5.6,0.414,0.3,0.9,0.37,2,4.7,0.423,1.4,1.8,0.774,0.3,3.9,5.3,1.2,0.1,2.7,2.4,6.4
14,2018,Imani McGee-Stafford,ATL,C,29,305,29,2,10.5,1.3,3,0.453,0,0,,1.3,3,0.453,0.2,0.5,0.467,1.3,3.4,0.6,0.4,0.4,0.8,1.5,2.9
15,2018,Jessica Breland,ATL,F,34,899,34,34,26.4,3.6,8.5,0.428,0,0,,3.6,8.5,0.428,1,1.3,0.75,1.7,7.9,2,1.1,1.9,1.7,2.5,8.3
16,2018,Lexie Brown,CON,G,22,124,22,0,5.6,0.5,2,0.273,0.4,1.3,0.31,0.1,0.7,0.2,0.2,0.3,0.571,0,0.8,0.5,0.3,0,0.5,0.5,1.7
17,2018,Rebekkah Brunson,MIN,F,25,691,25,25,27.6,2.6,6.3,0.405,0.7,1.9,0.375,1.8,4.4,0.418,1.3,2,0.673,1.5,6.8,2.4,0.8,0.5,1.5,2.4,7.2
18,2018,Liz Cambage,DAL,C,32,945,32,32,29.5,8.7,14.8,0.589,0.4,1.2,0.324,8.3,13.6,0.611,5.3,7.2,0.738,2.3,9.7,2.3,0.5,1.7,2.8,2.8,23
19,2018,Jordin Canada,SEA,G,33,543,33,2,16.5,2,5.5,0.357,0.3,1.7,0.182,1.7,3.8,0.433,1.5,2,0.738,0.3,1.5,3.3,0.9,0,1.7,1.2,5.7
20,2018,Essence Carson,LAS,G,34,786,34,15,23.1,3,6.8,0.435,1.1,3.2,0.361,1.8,3.6,0.5,0.4,0.5,0.938,0.3,2.6,0.9,0.9,0.4,0.6,1.5,7.5
21,2018,Tina Charles,NYL,C,33,1088,33,33,33,8,16.8,0.473,0.9,2.9,0.326,7,14,0.503,2.8,3.7,0.77,1.9,7,2.7,0.7,0.6,2.8,2.5,19.7
22,2018,Saniya Chong,DAL,G,5,43,5,0,8.6,0.2,1.2,0.167,0,0.2,0,0.2,1,0.2,0.4,0.6,0.667,0.2,0.8,1,0.6,0,0.2,0.6,0.8
23,2018,Karima Christmas-Kelly,DAL,F-G,6,167,6,6,27.8,2.2,4.8,0.448,0.7,1.5,0.444,1.5,3.3,0.45,4.3,5.3,0.813,1.8,5.5,1.5,0.3,0.3,1.7,2.3,9.3
24,2018,Alysha Clark,SEA,F,31,813,31,30,26.2,2.7,5.6,0.48,0.9,2.4,0.392,1.7,3.2,0.545,1.1,1.3,0.846,1,3.5,1.9,1,0.1,1.2,2.3,7.4
25,2018,Natasha Cloud,WAS,G,27,715,27,22,26.5,3.3,7.6,0.436,1.2,3.1,0.386,2.1,4.5,0.471,0.8,1,0.778,0.2,3.2,4.6,0.7,0.1,1.7,2,8.6
26,2018,Alaina Coates,CHI,C,32,364,32,0,11.4,1.3,2.3,0.568,0,0,,1.3,2.3,0.568,0.8,1.3,0.625,1.2,3.2,0.4,0.2,0.2,0.5,1.8,3.4
27,2018,Nia Coffey,LVA,F,28,386,28,10,13.8,1.9,4.9,0.38,0.1,0.2,0.4,1.8,4.7,0.379,1.5,2.4,0.618,0.8,2.4,0.6,0.3,0.2,1.4,1.7,5.3
28,2018,Marissa Coleman,NYL,G-F,21,384,21,18,18.3,1.9,5.5,0.348,0.6,2,0.279,1.3,3.4,0.389,0.3,0.3,1,0.6,2.4,1,0.5,0.2,0.6,1,4.7
29,2018,Sydney Colson,MIN,G,2,17,2,0,8.5,1.5,3.5,0.429,0,1,0,1.5,2.5,0.6,0.5,1,0.5,0.5,1,2,0,0.5,2,1,3.5
30,2018,Kahleah Copper,CHI,G-F,33,524,33,2,15.9,2.5,6.2,0.397,0.7,1.9,0.375,1.7,4.2,0.407,1.5,1.7,0.875,0.5,2.2,0.6,0.3,0.2,1,1.4,7.1
31,2018,Monique Currie,WAS,F,32,508,32,9,15.9,2.1,5.4,0.395,0.5,1.8,0.293,1.6,3.6,0.447,1.8,2.2,0.831,0.6,3,0.8,0.4,0.2,1.2,2.3,6.6
32,2018,Damiris Dantas,ATL,F,19,255,19,0,13.4,2.2,5.1,0.433,0.3,1.1,0.238,1.9,4,0.487,0.7,0.9,0.722,0.9,2.4,0.8,0.4,0,0.5,1.7,5.4
33,2018,Kaela Davis,DAL,F,27,453,27,6,16.8,1.9,5.3,0.347,0.4,1.5,0.244,1.5,3.8,0.388,0.9,1.4,0.641,0.5,2,1.4,0.3,0,1.3,2.1,5
34,2018,Elena Delle Donne,WAS,F-G,29,933,29,29,32.2,7.6,15.6,0.488,1.7,4.2,0.405,5.9,11.4,0.518,3.8,4.3,0.887,1.5,7.2,2.3,0.9,1.4,0.9,1.7,20.7
35,2018,Diamond DeShields,CHI,G,34,967,34,33,28.4,4.9,11.5,0.425,1.2,3.6,0.328,3.7,7.9,0.468,3.4,4.1,0.836,1.1,4.9,2.2,1.1,0.3,2.1,2.2,14.4
36,2018,Blake Dietrick,ATL,G,26,186,26,0,7.2,0.5,1.3,0.343,0.3,0.9,0.391,0.1,0.5,0.25,0.2,0.2,0.667,0.1,0.5,0.4,0.3,0,0.5,0.8,1.4
37,2018,Skylar Diggins-Smith,DAL,G,32,1092,32,32,34.1,5.8,14.4,0.403,1.6,5.4,0.297,4.2,9,0.467,4.7,5.6,0.839,0.7,3.3,6.2,1.4,0.5,2.5,2.3,17.9
38,2018,Stefanie Dolson,CHI,C,27,745,27,25,27.6,4,8.5,0.467,0.7,1.9,0.346,3.3,6.6,0.503,1.1,1.2,0.938,0.7,4.6,3,0.6,0.9,1.8,3,9.7
39,2018,Candice Dupree,IND,F,32,1006,32,32,31.4,6.2,12.7,0.488,0,0,0,6.2,12.7,0.489,1.8,2.3,0.819,1.2,6.4,1.7,0.9,0.3,1.6,1.7,14.2
40,2018,Adaora Elonu,ATL,F,1,1,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
41,2018,Temi Fagbenle,MIN,C,30,283,30,2,9.4,1.3,2.6,0.506,0,0,,1.3,2.6,0.506,0.5,0.8,0.696,0.9,2,0.6,0.3,0.3,0.7,1.2,3.1
42,2018,Jamierra Faulkner,CHI,G,17,360,17,0,21.2,2.7,7.9,0.343,1.1,3.7,0.302,1.6,4.2,0.38,1.1,1.4,0.75,0.3,1.4,3.9,0.5,0.1,2.1,1.6,7.6
43,2018,Sylvia Fowles,MIN,C,34,1087,34,34,32,7,11.3,0.619,0,0,,7,11.3,0.619,3.8,5,0.757,3.6,11.9,2.2,1.4,1.2,3,3,17.7
44,2018,Cayla George,DAL,C,23,245,23,1,10.7,1.5,3.4,0.436,0.5,1.7,0.308,1,1.7,0.564,0.1,0.3,0.5,0.7,2.8,0.7,0.1,0.2,0.6,1.3,3.6
45,2018,Allisha Gray,DAL,G,34,907,34,34,26.7,2.9,7.3,0.403,0.9,3.3,0.27,2.1,4,0.511,2.4,2.8,0.863,1.2,3.4,2.4,1.3,0.2,1.4,2.2,9.2
46,2018,Chelsea Gray,LAS,G,34,1111,34,34,32.7,5.7,11.7,0.484,1.1,2.9,0.392,4.6,8.9,0.513,2.4,2.9,0.835,0.5,3.4,5.1,1.4,0.2,2.4,1.9,14.9
47,2018,Brittney Griner,PHO,C,34,1108,34,34,32.6,7.8,14.4,0.544,0,0.1,0.25,7.8,14.3,0.546,4.8,6,0.8,1.9,7.7,2.1,0.5,2.6,2.4,3.2,20.5
48,2018,Marie Gulich,PHO,C,23,115,23,0,5,0.6,1.3,0.483,0,0,,0.6,1.3,0.483,0.3,0.3,0.75,0.4,1,0.1,0,0.3,0.6,0.8,1.5
49,2018,Jazmon Gwathmey,IND,G,10,116,10,3,11.6,0.9,3.9,0.231,0.1,1.1,0.091,0.8,2.8,0.286,0.5,1,0.5,0.2,1.7,0.9,0.3,0.2,0.7,1.4,2.4
50,2018,Dearica Hamby,LVA,F,33,474,33,0,14.4,2.8,5.3,0.526,0.4,1.4,0.289,2.4,3.9,0.608,1.4,1.9,0.742,1.1,3.6,1.2,0.7,0.3,1.1,2,7.4
51,2018,Linnae Harper,CHI,G,24,146,24,0,6.1,0.8,2,0.404,0.2,0.5,0.308,0.6,1.4,0.441,0.3,0.4,0.6,0.2,0.8,1,0.2,0,0.4,0.6,2
52,2018,Amber Harris,CHI,F,1,2,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0
53,2018,Bria Hartley,NYL,G,34,806,34,20,23.7,3,7.8,0.389,1.1,3.4,0.308,2,4.4,0.453,1.4,1.9,0.708,0.7,2.9,3.6,0.9,0.1,2,2.2,8.5
54,2018,Tianna Hawkins,WAS,F,32,532,32,4,16.6,2.5,5.7,0.443,0.8,2.2,0.357,1.8,3.5,0.496,0.4,0.5,0.824,1.1,3.5,0.8,0.5,0.4,1.1,2.5,6.3
55,2018,Tiffany Hayes,ATL,G,31,897,31,29,28.9,5.7,12.9,0.441,1.4,4.2,0.321,4.4,8.7,0.5,4.5,5.5,0.817,0.9,3.6,2.7,1.2,0.2,1.6,2.1,17.2
56,2018,Myisha Hines-Allen,WAS,F,24,252,24,1,10.5,1.5,3.3,0.45,0,0.1,0.333,1.5,3.2,0.455,0.7,1.1,0.654,1.2,2.9,0.4,0.4,0.2,0.4,1.5,3.8
57,2018,Sequoia Holmes,LVA,G,3,20,3,0,6.7,0.7,1,0.667,0,0,,0.7,1,0.667,0,0.3,0,0.3,0.7,0.7,0.3,0.7,0.7,0.3,1.3
58,2018,Chelsea Hopkins,CHI,G,4,58,4,4,14.5,0.8,1.5,0.5,0,0,,0.8,1.5,0.5,0.3,0.3,1,0,3.3,2,0.5,0,1.8,0.5,1.8
59,2018,Natasha Howard,SEA,F,34,869,34,33,25.6,5.1,9.4,0.547,0.5,1.5,0.327,4.6,7.9,0.59,2.4,3.1,0.798,2.4,6.4,1,1.3,2,1.9,3.7,13.2
60,2018,Briann January,PHO,G,33,895,33,33,27.1,2.3,5.5,0.423,1.4,3,0.47,0.9,2.5,0.366,0.9,1.1,0.806,0.4,2.1,3.3,0.6,0.1,1.4,2.3,7
61,2018,Moriah Jefferson,LVA,G,16,251,16,0,15.7,2.1,5.4,0.379,0.2,0.9,0.2,1.9,4.5,0.417,1.1,1.3,0.81,0.3,1.3,2.1,0.6,0,1,1.3,5.4
62,2018,Glory Johnson,DAL,F,29,652,29,17,22.5,2.9,7,0.417,0.6,1.9,0.315,2.3,5.2,0.453,1.6,2,0.78,1.6,6,1.3,1,0.5,1.3,2.1,8
63,2018,Alexis Jones,MIN,G,26,229,26,0,8.8,1.2,3.5,0.352,0.6,1.9,0.32,0.6,1.6,0.39,0.2,0.3,0.75,0.2,0.9,0.7,0.1,0.1,0.7,1,3.3
64,2018,Brionna Jones,CON,F,27,242,27,0,9,1.1,2.4,0.469,0,0,,1.1,2.4,0.469,0.9,1.2,0.727,0.9,2,0.2,0.2,0.2,0.6,1.4,3.1
65,2018,Jonquel Jones,CON,F,34,697,34,16,20.5,4.4,8,0.55,1.5,3.1,0.467,2.9,4.8,0.604,1.6,2.3,0.671,2.1,5.5,1.7,0.4,1.2,1.6,2.9,11.8
66,2018,Lynetta Kizer,MIN,F,14,78,14,0,5.6,0.6,2.4,0.242,0,0.2,0,0.6,2.1,0.267,0.4,0.7,0.6,0.4,1.5,0.6,0.1,0,0.4,1.1,1.6
67,2018,Betnijah Laney,CON,G-F,29,271,29,0,9.3,1.1,2.4,0.471,0,0.3,0.111,1.1,2.1,0.525,0.3,0.4,0.909,0.7,1.7,0.7,0.4,0,0.6,0.7,2.7
68,2018,Crystal Langhorne,SEA,F-C,26,362,26,1,13.9,2,4,0.5,0,0.2,0,2,3.8,0.52,0.6,0.7,0.889,0.7,3,0.3,0.3,0.2,0.9,0.8,4.6
69,2018,Erlana Larkins,MIN,F,13,168,13,0,12.9,0.9,2.1,0.444,0,0,,0.9,2.1,0.444,0.2,0.2,1,1,2.7,1.3,0.7,0.2,0.7,1.6,2.1
70,2018,Jantel Lavender,LAS,F,30,511,30,7,17,2.3,5.3,0.428,0.1,0.5,0.188,2.2,4.8,0.455,0.6,0.7,0.9,1.1,3.7,0.7,0.4,0.2,1,1.4,5.2
71,2018,Breanna Lewis,DAL,C,6,26,6,0,4.3,0.5,1.7,0.3,0,0,,0.5,1.7,0.3,0.2,0.2,1,0.5,1.2,0,0,0.2,0.5,1,1.2
72,2018,Camille Little,PHO,F,33,536,33,7,16.2,1,3,0.33,0.2,0.9,0.258,0.8,2.1,0.362,0.7,0.9,0.774,0.5,1.8,1.2,0.5,0.3,0.9,2.2,3
73,2018,Raigyne Louis,LVA,G,2,21,2,0,10.5,1,2.5,0.4,0,0.5,0,1,2,0.5,1,1.5,0.667,0.5,2,0.5,0.5,0,2,1,3
74,2018,Jewell Loyd,SEA,G,34,1010,34,34,29.7,5.4,12.6,0.423,2,5.3,0.37,3.4,7.3,0.462,2.9,3.4,0.851,1.2,4.6,3.7,1.3,0.1,1.9,1.8,15.5
75,2018,Sancho Lyttle,PHO,F,18,419,18,18,23.3,3.4,6.3,0.54,0,0.1,0,3.4,6.2,0.545,1.2,1.3,0.875,1.4,5.3,1.4,0.9,0.4,0.9,2.3,7.9
76,2018,Stephanie Mavunga,IND,F,25,194,25,0,7.8,0.8,1.8,0.477,0,0,0,0.8,1.7,0.488,0.5,0.6,0.8,1,2.2,0.2,0.3,0.2,0.4,1.4,2.2
77,2018,Kayla McBride,LVA,G,31,1000,31,31,32.3,6.4,14.2,0.449,1.5,3.9,0.393,4.8,10.2,0.47,3.9,4.3,0.917,0.8,3.9,3.5,1.1,0.1,2,1.1,18.2
78,2018,Erica McCall,IND,F,34,418,34,2,12.3,1.2,3.2,0.385,0,0.2,0.125,1.2,3,0.406,0.4,0.6,0.684,1.4,2.7,0.4,0.4,0.5,0.4,1.6,2.9
79,2018,Angel McCoughtry,ATL,F-G,29,799,29,28,27.6,5.9,14,0.42,0.7,2.6,0.276,5.1,11.3,0.453,4,4.8,0.836,1.6,6,3,1.3,0.6,2.6,2.6,16.5
80,2018,Kelsey Mitchell,IND,G,34,829,34,17,24.4,4.2,12.1,0.346,2.1,6.1,0.335,2.1,5.9,0.358,2.3,2.9,0.804,0.3,1.8,2.7,0.7,0.1,1.9,2.4,12.7
81,2018,Leilani Mitchell,PHO,G,31,461,31,0,14.9,1.5,4.2,0.351,1,2.9,0.341,0.5,1.3,0.375,0.4,0.5,0.857,0.3,1.4,2.3,0.5,0.2,1.2,1.3,4.4
82,2018,Tiffany Mitchell,IND,G,34,871,34,20,25.6,3.2,8.6,0.371,0.5,1.8,0.267,2.7,6.8,0.398,2.2,2.7,0.835,0.7,3.1,2.3,0.9,0.2,1.4,1.7,9.1
83,2018,Endy Miyem,MIN,F,20,101,20,1,5.1,0.6,1.9,0.324,0.1,0.5,0.2,0.5,1.4,0.37,0.1,0.1,1,0.3,0.6,0.3,0.1,0.1,0.2,0.7,1.4
84,2018,Alex Montgomery,CHI,G-F,19,122,19,0,6.4,0.3,1,0.263,0.1,0.2,0.333,0.2,0.8,0.25,0.2,0.2,1,0.3,0.9,0.5,0.1,0.1,0.3,0.7,0.8
85,2018,Renee Montgomery,ATL,G,34,935,34,34,27.5,3.1,8.1,0.389,2.3,6.2,0.371,0.9,1.9,0.446,1.7,2,0.881,0.1,1.7,3.7,1.3,0.1,1.6,1.7,10.3
86,2018,Maya Moore,MIN,F,34,1081,34,34,31.8,6.6,15.5,0.423,1.9,5.3,0.365,4.6,10.2,0.454,2.9,3.5,0.833,1.4,5.1,2.6,1.7,0.4,1.8,1.8,18
87,2018,Kaleena Mosqueda-Lewis,SEA,F,33,442,33,4,13.4,1.8,4.5,0.412,1,2.5,0.42,0.8,2,0.403,0.3,0.4,0.917,0.2,1.5,0.8,0.1,0,0.7,1.2,5.1
88,2018,Jaime Nared,LVA,G-F,31,283,31,0,9.1,0.8,2.6,0.3,0.2,1,0.226,0.5,1.6,0.347,0.8,0.9,0.857,0.3,1.5,0.5,0.4,0.1,0.5,0.8,2.5
89,2018,Astou Ndour,CHI,C-F,22,255,22,9,11.6,1.7,3.5,0.474,0.3,1,0.318,1.4,2.5,0.536,0.9,1.2,0.769,1,2.5,0.3,0.2,0.5,0.5,1.5,4.6
90,2018,Kia Nurse,NYL,G,34,774,34,7,22.8,3,7.5,0.402,1.1,3.7,0.294,1.9,3.8,0.508,2,2.3,0.87,0.7,2.4,1.6,0.7,0.1,0.9,2.1,9.1
91,2018,Chiney Ogwumike,CON,F-C,31,790,31,31,25.5,5.7,9.4,0.603,0,0.1,0.5,5.6,9.4,0.603,3,3.8,0.797,2.7,7.3,1,1.1,0.6,1.6,3.4,14.4
92,2018,Nneka Ogwumike,LAS,F,27,831,27,27,30.8,6.3,11.9,0.525,0.3,1,0.346,5.9,11,0.541,2.6,3.2,0.816,1.8,6.8,2,1.6,0.4,1.5,2.9,15.5
93,2018,Courtney Paris,SEA,C,34,360,34,0,10.6,0.9,1.8,0.533,0,0,0,0.9,1.7,0.542,0.3,0.5,0.529,1.1,3.9,0.6,0.2,0.3,0.4,1.6,2.1
94,2018,Candace Parker,LAS,F-C,31,949,31,30,30.6,6.4,13.5,0.471,1.3,3.8,0.345,5.1,9.7,0.522,3.8,4.7,0.808,1.6,8.2,4.7,1.2,1.1,3,2.1,17.9
95,2018,Cheyenne Parker,CHI,F,34,670,34,5,19.7,3.8,7.1,0.531,0.2,0.6,0.316,3.6,6.5,0.55,2.3,3.2,0.713,1.8,5.8,0.7,0.6,1.1,1.4,2.8,10
96,2018,JiSu Park,LVA,C,32,417,32,11,13,1.2,3.1,0.388,0,0.1,0,1.2,3,0.396,0.4,0.7,0.619,0.8,3.3,0.9,0.3,0.6,0.7,1.7,2.8
97,2018,Devereaux Peters,PHO,F,5,38,5,0,7.6,0.8,2.4,0.333,0,0.4,0,0.8,2,0.4,0,0,,0.4,1.6,0.4,0,0,0.4,1,1.6
98,2018,Theresa Plaisance,DAL,F,7,81,7,0,11.6,2,5.1,0.389,1.3,2.7,0.474,0.7,2.4,0.294,0,0.3,0,1.4,3.7,0.7,0.3,0.3,1.1,1.9,5.3
99,2018,Kelsey Plum,LVA,G,31,790,31,27,25.5,3.4,7.3,0.467,1.5,3.5,0.439,1.9,3.9,0.492,1.1,1.3,0.875,0.5,2.4,4,0.8,0.2,1.2,2.1,9.5
100,2018,Alexis Prince,ATL,F,2,6,2,0,3,1.5,2.5,0.6,0.5,0.5,1,1,2,0.5,0,0,,0.5,1,0,0,0,0,0.5,3.5
101,2018,Epiphanny Prince,NYL,G,16,305,16,12,19.1,3,7.6,0.393,1.1,2.7,0.419,1.9,4.9,0.38,1.3,1.5,0.875,0.4,1.6,1.7,0.9,0,1.1,1.9,8.4
102,2018,LaToya Sanders,WAS,F-C,28,686,28,25,24.5,4.1,6.8,0.607,0,0,0,4.1,6.8,0.611,1.9,2.2,0.869,2.3,6.4,1.6,1.3,1.1,1.1,2.4,10.2
103,2018,Allie Quigley,CHI,G,32,951,32,32,29.7,5.7,12.3,0.466,2.3,5.4,0.42,3.4,6.8,0.502,1.7,2,0.857,0.3,2.4,2.5,0.7,0.3,2.1,1.8,15.4
104,2018,Noelle Quinn,SEA,G,20,181,20,1,9.1,0.7,2.2,0.302,0.2,0.9,0.235,0.5,1.3,0.346,0,0,,0.1,0.9,0.7,0.1,0.1,0.5,0.4,1.5
105,2018,Angel Robinson,PHO,F-C,24,238,24,0,9.9,0.8,1.8,0.452,0,0,0,0.8,1.7,0.463,0.7,0.8,0.85,1,3,0.5,0.2,0.3,0.9,1.3,2.3
106,2018,Danielle Robinson,MIN,G,28,521,28,2,18.6,2.5,5.5,0.445,0.1,0.7,0.158,2.4,4.9,0.485,1.5,1.7,0.854,0.3,1.8,3.3,0.9,0,1.8,1.4,6.5
107,2018,Sugar Rodgers,NYL,G,31,608,31,13,19.6,2.2,6,0.362,1.4,4.3,0.323,0.8,1.7,0.462,0.6,0.7,0.826,0.6,3.2,2,0.7,0.1,1.2,2.1,6.3
108,2018,Leticia Romero,DAL,G,21,146,21,0,7,0.2,0.8,0.313,0,0.2,0.2,0.2,0.5,0.364,0.6,0.7,0.867,0.4,0.8,1.1,0,0,0.7,1,1.1
109,2018,Tierra Ruffin-Pratt,WAS,G,33,598,33,10,18.1,1.7,5,0.341,0.5,1.5,0.314,1.2,3.4,0.354,1.6,1.9,0.855,0.7,2,1.5,0.6,0.2,0.8,1.6,5.5
110,2018,Karlie Samuelson,LAS,G,20,84,20,0,4.2,0.4,0.9,0.389,0.3,0.8,0.313,0.1,0.1,1,0,0,,0.1,0.5,0.3,0.1,0.3,0.2,0.7,1
111,2018,Shoni Schimmel,LVA,G,2,13,2,0,6.5,0,2.5,0,0,2,0,0,0.5,0,0,0,,0,1,0.5,0,0,0.5,0,0
112,2018,Odyssey Sims,LAS,G,34,867,34,24,25.5,3.1,7.9,0.388,0.4,1.6,0.273,2.6,6.3,0.418,1.7,2.3,0.722,0.4,2.5,2.8,0.6,0,1.5,1.6,8.2
