,Year,Player,Team,Pos,G,MP,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
113,2018,Azura Stevens,DAL,F-C,34,700,34,9,20.6,3.3,7.6,0.43,0.8,2.6,0.318,2.4,5,0.488,1.5,1.9,0.788,1.7,4.6,1.3,0.9,1.1,1.5,2.1,8.9
114,2018,Breanna Stewart,SEA,F,34,1074,34,34,31.6,7.9,15,0.529,1.8,4.3,0.415,6.1,10.7,0.576,4.1,5.1,0.82,1.1,8.4,2.5,1.4,1.4,1.8,2,21.8
115,2018,Kiah Stokes,NYL,C,30,427,30,4,14.2,1.4,2.6,0.545,0,0,,1.4,2.6,0.545,0.3,0.5,0.533,1.4,4.5,0.4,0.4,0.6,0.7,1.9,3.1
116,2018,Shekinna Stricklen,CON,F,34,639,34,30,18.8,2.3,5.3,0.43,1.7,4,0.43,0.6,1.3,0.432,0.4,0.4,0.857,0.3,2.3,0.5,0.6,0.1,0.6,1.4,6.6
117,2018,Carolyn Swords,LVA,C,26,375,26,12,14.4,1.7,3,0.557,0,0,,1.7,3,0.557,0.5,0.6,0.875,1.7,4.7,0.9,0.2,0.7,0.8,2.1,3.9
118,2018,Brittney Sykes,ATL,G,29,600,29,7,20.7,3.3,8.1,0.411,0.8,2.8,0.268,2.6,5.3,0.487,2.2,3.4,0.663,0.6,3.5,2.3,0.3,0.6,1.1,1.8,9.7
119,2018,Stephanie Talbot,PHO,F,31,453,31,8,14.6,1.3,2.7,0.464,0.5,1.4,0.386,0.7,1.3,0.55,0.6,0.7,0.905,0.8,1.9,1.3,0.5,0.3,0.9,1.6,3.7
120,2018,Diana Taurasi,PHO,G,33,989,33,33,30,6.1,13.7,0.446,3.2,8.4,0.383,2.9,5.3,0.545,5.2,5.6,0.925,0.1,3.5,5.3,0.9,0.2,2.6,3,20.7
121,2018,Asia Taylor,IND,F,14,116,14,0,8.3,0.6,2.1,0.31,0.1,0.4,0.2,0.6,1.7,0.333,0.5,0.6,0.778,0.6,1.8,0.4,0.2,0,0.8,0.9,1.9
122,2018,Alyssa Thomas,CON,F,24,734,24,24,30.6,4.1,8.8,0.464,0,0,0,4.1,8.8,0.467,2.2,4,0.547,2,8.1,4.2,1.2,0.4,2,2.9,10.3
123,2018,Jasmine Thomas,CON,G,34,956,34,34,28.1,4.7,11.8,0.398,1.4,4.4,0.311,3.4,7.5,0.449,2.1,2.4,0.855,0.8,3.3,4.8,1.1,0.2,2.5,2.1,12.9
124,2018,Krystal Thomas,WAS,C,24,237,24,7,9.9,0.8,1.8,0.429,0,0,,0.8,1.8,0.429,0.3,0.5,0.636,0.9,2.5,0.2,0.2,0.1,0.8,1.9,1.8
125,2018,Kayla Thornton,DAL,F,34,971,34,32,28.6,3.4,7.5,0.447,1.3,3.6,0.355,2.1,3.9,0.53,1.3,1.5,0.86,1.3,4,1.8,1,0.4,1.1,2.7,9.2
126,2018,Kristi Toliver,WAS,G,33,1087,33,33,32.9,4.5,10.4,0.433,2.2,6.1,0.36,2.3,4.4,0.535,2.7,2.9,0.918,0.2,2.3,4.4,1.2,0,2.2,1.6,13.9
127,2018,Morgan Tuck,CON,F,34,462,34,1,13.6,2.4,5,0.473,0.6,1.9,0.349,1.7,3.1,0.547,0.6,0.7,0.826,0.7,2.3,0.5,0.4,0.1,0.7,1.2,5.9
128,2018,Yvonne Turner,PHO,G,32,426,32,3,13.3,1.5,3.9,0.376,0.7,2.2,0.324,0.8,1.7,0.444,0.5,0.7,0.682,0.2,1.8,1.3,0.7,0.1,0.6,1.1,4.1
129,2018,Maria Vadeeva,LAS,C,25,204,25,0,8.2,1.6,3,0.527,0.2,0.5,0.333,1.4,2.5,0.565,0.4,0.5,0.75,0.7,2.2,0.4,0.4,0.4,0.5,1.8,3.6
130,2018,Courtney Vandersloot,CHI,G,30,955,30,30,31.8,4.5,9.3,0.489,1.5,3.8,0.398,3,5.5,0.552,1.9,2.3,0.826,0.5,3.7,8.6,1.3,0.6,3.5,2.1,12.5
131,2018,Kia Vaughn,NYL,C,29,532,29,27,18.3,2.5,4.7,0.533,0,0,,2.5,4.7,0.533,0.6,1,0.643,1.2,4,0.7,0.7,0.2,1,1.7,5.7
132,2018,Victoria Vivians,IND,G,34,920,34,26,27.1,3.1,7.6,0.404,1.9,4.8,0.399,1.2,2.9,0.412,0.8,0.9,0.931,0.5,3.1,1.2,0.9,0.1,1,1.8,8.9
133,2018,Shatori Walker-Kimbrough,WAS,G,19,168,19,1,8.8,1.3,2.9,0.429,0.4,1.2,0.304,0.9,1.7,0.515,0.6,0.6,1,0.2,0.8,0.4,0.4,0.3,0.8,0.4,3.5
134,2018,Lindsay Whalen,MIN,G,32,617,32,29,19.3,2,5.6,0.363,0.5,1.3,0.357,1.6,4.3,0.365,1.2,1.3,0.881,0.3,2.6,3.1,0.7,0.1,1.3,1.3,5.7
135,2018,Erica Wheeler,IND,G,34,737,34,22,21.7,2.9,8.3,0.351,0.6,2.2,0.276,2.3,6.1,0.379,1.4,1.7,0.797,0.6,2.9,4.1,0.8,0.2,1.4,2.3,7.8
136,2018,Sami Whitcomb,SEA,G,31,265,31,0,8.5,1,2.8,0.349,0.8,2.2,0.362,0.2,0.5,0.294,0.2,0.2,1,0.2,0.9,0.5,0.5,0.1,0.5,0.6,2.9
137,2018,Sydney Wiese,LAS,G,11,36,11,0,3.3,0,0.4,0,0,0.4,0,0,0,,0,0,,0,0.3,0.2,0,0,0.1,0.5,0
138,2018,Courtney Williams,CON,G,30,812,30,29,27.1,5.7,12.5,0.456,0.7,1.8,0.377,5,10.7,0.469,0.6,0.8,0.68,1.5,5.9,3,0.8,0.1,1.8,1.6,12.6
139,2018,Elizabeth Williams,ATL,C-F,33,885,33,32,26.8,3.7,6.7,0.548,0,0,,3.7,6.7,0.548,1.8,3.1,0.563,2.2,5.8,1.4,0.8,1.8,1.2,2.7,9.1
140,2018,Gabby Williams,CHI,F,34,781,34,30,23,3,6.9,0.432,0.2,0.8,0.269,2.8,6.2,0.452,1.1,1.4,0.783,1.2,4.3,1.6,1.6,0.2,1.1,1.9,7.3
141,2018,Riquna Williams,LAS,G,33,546,33,3,16.5,2.5,6,0.407,1.5,3.9,0.375,1,2.2,0.465,0.7,0.9,0.8,0.4,1.4,0.7,0.7,0.1,0.5,1.6,7.1
142,2018,A'ja Wilson,LVA,F,33,1010,33,33,30.6,7.4,16.1,0.462,0,0,,7.4,16.1,0.462,5.8,7.5,0.774,2,8,2.2,0.8,1.7,1.4,2.1,20.7
143,2018,Imani Wright,PHO,G,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0
144,2018,Tanisha Wright,MIN,G,33,586,33,4,17.8,1.5,4,0.383,0.6,1.5,0.396,1,2.6,0.376,0.6,0.8,0.741,0.3,1.6,2,0.5,0.1,1.3,1.9,4.3
145,2018,Tamera Young,LVA,F,33,881,33,25,26.7,3.9,9.6,0.408,0.1,0.4,0.308,3.8,9.2,0.413,2,2.8,0.707,1.1,5.1,2.8,1,0.2,1.7,2.1,9.9
146,2018,Amanda Zahui B.,NYL,C,29,460,29,0,15.9,3.1,6.2,0.5,0.7,2.1,0.344,2.4,4.1,0.58,0.8,1.3,0.605,1.3,3,0.7,0.4,0.4,1.6,2.8,7.7
147,2018,Cecilia Zandalasini,MIN,F,29,478,29,6,16.5,2.1,5.1,0.409,0.8,2.1,0.383,1.3,3.1,0.427,0.7,0.9,0.84,0.2,1.9,1.1,0.3,0,1.1,1.8,5.7
148,2018,Shavonte Zellous,NYL,G,22,531,22,22,24.1,2.9,6.8,0.423,0.4,1.4,0.267,2.5,5.4,0.462,2.1,2.8,0.754,0.3,3.1,3,0.6,0.2,1.2,2.6,8.2
149,2018,Alex Bentley,TOT,G,35,745,35,0,21.3,3.7,9.5,0.387,1.1,3.6,0.307,2.5,5.8,0.436,1,1.3,0.723,0.3,1.5,3.3,1.1,0.1,1.6,2.2,9.4
150,2018,Layshia Clarendon,TOT,G,33,549,33,4,16.6,1.7,4.3,0.401,0.1,0.6,0.1,1.7,3.7,0.451,1.3,1.6,0.811,0.5,1.8,2.2,0.5,0,1.2,1.5,4.8
151,2018,Tayler Hill,TOT,G,20,235,20,1,11.8,1.2,4.2,0.286,0.7,2.3,0.289,0.6,2,0.282,0.7,0.7,0.929,0.2,0.8,1,0.2,0.1,0.9,0.4,3.7
152,2018,Maggie Lucas,TOT,G,8,56,8,0,7,0.1,2,0.063,0.1,1.6,0.077,0,0.4,0,0,0,,0.1,0.4,0,0.4,0,0.8,0,0.4
153,2018,Teana Muldrow,TOT,F,4,9,4,0,2.3,0,0.3,0,0,0.3,0,0,0,,0,0,,0,0.3,0,0,0,0,0.3,0
154,2018,Cappie Pondexter,TOT,G,30,545,30,14,18.2,2.8,7.4,0.381,0.4,1,0.367,2.5,6.4,0.383,1.3,1.5,0.867,0.2,1.8,1.8,0.5,0,0.9,1.5,7.3
155,2018,Aerial Powers,TOT,G,24,345,24,0,14.4,2,5.1,0.393,0.5,1.8,0.273,1.5,3.3,0.462,1.7,1.9,0.87,0.7,2.8,0.9,0.5,0.3,1.3,1.3,6.2
156,2018,Mercedes Russell,TOT,C,24,133,24,0,5.5,0.7,1.4,0.471,0,0,,0.7,1.4,0.471,0.3,0.6,0.571,0.3,1.4,0.2,0.1,0.1,0.3,0.7,1.7
157,2018,Alex Bentley,CON,G,19,413,19,0,21.7,3.8,9.6,0.396,1.1,3.6,0.304,2.7,5.9,0.451,1.3,1.6,0.833,0.5,1.4,3.2,1.3,0.1,1.6,2.3,10
158,2018,Layshia Clarendon,ATL,G,18,311,18,4,17.3,1.4,4.4,0.329,0.1,0.8,0.143,1.3,3.6,0.369,1.3,1.7,0.8,0.6,2.1,1.7,0.4,0,1.3,1.7,4.3
159,2018,Tayler Hill,WAS,G,13,117,13,0,9,0.8,3,0.282,0.5,1.6,0.286,0.4,1.4,0.278,0.8,0.9,0.917,0.1,0.6,1,0.2,0.1,0.8,0.5,3
160,2018,Maggie Lucas,ATL,G,7,36,7,0,5.1,0.1,1.6,0.091,0.1,1.4,0.1,0,0.1,0,0,0,,0.1,0.4,0,0.1,0,0.7,0,0.4
161,2018,Teana Muldrow,SEA,F,3,6,3,0,2,0,0.3,0,0,0.3,0,0,0,,0,0,,0,0.3,0,0,0,0,0,0
162,2018,Cappie Pondexter,LAS,G,13,134,13,0,10.3,1.2,3.3,0.349,0,0.2,0,1.2,3.2,0.366,1.3,1.5,0.895,0.2,1.1,0.8,0.2,0,0.3,1.2,3.6
163,2018,Aerial Powers,DAL,G,15,231,15,0,15.4,2,5.5,0.366,0.3,1.9,0.179,1.7,3.6,0.463,1.9,2.3,0.824,0.7,2.5,0.9,0.5,0.1,1.6,1.4,6.2
164,2018,Mercedes Russell,NYL,C,2,32,2,0,16,0.5,1.5,0.333,0,0,,0.5,1.5,0.333,1.5,2,0.75,0,1.5,1,1,0.5,0.5,1,2.5
165,2018,Alex Bentley,ATL,G,16,332,16,0,20.8,3.5,9.3,0.376,1.1,3.6,0.31,2.4,5.7,0.418,0.6,1.1,0.529,0,1.5,3.4,0.9,0.1,1.6,2,8.7
166,2018,Layshia Clarendon,CON,G,15,238,15,0,15.9,2.1,4.2,0.492,0,0.4,0,2.1,3.8,0.544,1.3,1.5,0.826,0.5,1.6,2.7,0.5,0,0.9,1.1,5.4
167,2018,Tayler Hill,DAL,G,7,118,7,1,16.9,1.9,6.4,0.289,1,3.4,0.292,0.9,3,0.286,0.3,0.3,1,0.3,1,1,0.1,0.1,0.9,0.3,5
168,2018,Maggie Lucas,DAL,G,1,20,1,0,20,0,5,0,0,3,0,0,2,0,0,0,,0,0,0,2,0,1,0,0
169,2018,Teana Muldrow,DAL,F,1,3,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0
170,2018,Cappie Pondexter,IND,G,17,411,17,14,24.2,4.1,10.6,0.389,0.6,1.6,0.393,3.5,8.9,0.388,1.3,1.5,0.846,0.3,2.4,2.6,0.7,0,1.4,1.8,10.2
171,2018,Aerial Powers,WAS,G,9,114,9,0,12.7,2,4.4,0.45,0.8,1.8,0.438,1.2,2.7,0.458,1.3,1.3,1,0.6,3.2,0.9,0.7,0.4,0.8,1,6.1
172,2018,Mercedes Russell,SEA,C,22,101,22,0,4.6,0.7,1.4,0.484,0,0,,0.7,1.4,0.484,0.2,0.5,0.5,0.4,1.4,0.1,0,0.1,0.3,0.6,1.6
173,2019,Natalie Achonwa,IND,F,30,636,30,18,21.2,3.3,6.8,0.488,0.1,0.4,0.25,3.2,6.4,0.503,2,2.2,0.909,1.6,5.2,1.6,0.6,0.7,1,2.6,8.7
174,2019,Kayla Alexander,CHI,C,3,20,3,0,6.7,1,1.3,0.75,0,0,,1,1.3,0.75,1,1.3,0.75,0.7,2.3,0.3,0,0,0.3,1,3
175,2019,Rebecca Allen,NYL,F,24,412,24,2,17.2,2.7,6.5,0.417,1.2,2.8,0.426,1.5,3.7,0.409,0.5,0.7,0.813,0.5,2.5,0.7,0.5,0.8,0.7,2.1,7.2
176,2019,Jillian Alleyne,MIN,C-F,5,14,5,0,2.8,0.4,1.2,0.333,0,0,,0.4,1.2,0.333,0,0,,0.4,1,0.2,0,0.2,0,0,0.8
177,2019,Ariel Atkins,WAS,G,33,804,33,33,24.4,3.7,9,0.416,1.5,4.3,0.357,2.2,4.6,0.471,1.3,1.6,0.811,0.7,2.8,2,1.5,0.5,1,2.2,10.3
178,2019,Seimone Augustus,MIN,G-F,12,156,12,7,13,1.7,5.3,0.313,0.2,1,0.167,1.5,4.3,0.346,0.3,0.3,0.75,0.2,0.6,1.3,0.4,0.1,1,0.4,3.8
179,2019,Rachel Banham,CON,G,29,353,29,0,12.2,1.3,4,0.322,0.8,2.5,0.306,0.5,1.5,0.349,0.3,0.4,0.692,0,1,0.9,0.3,0.1,0.9,1.2,3.6
180,2019,Alana Beard,LAS,G-F,16,235,16,3,14.7,1.4,3.1,0.449,0.1,0.3,0.2,1.3,2.8,0.477,0.4,0.6,0.778,0.1,1.5,1.4,0.8,0.2,0.6,1.3,3.3
181,2019,Kenisha Bell,MIN,G,3,11,3,0,3.7,0,0.3,0,0,0.3,0,0,0,,0,0,,0,0.3,0.3,0,0,0.3,0.3,0
182,2019,Alex Bentley,ATL,G,29,634,29,4,21.9,3.4,11.1,0.307,1.1,4.7,0.235,2.3,6.4,0.358,1,1.2,0.857,0.3,1.9,3,0.7,0.3,1.5,1.9,9
183,2019,Tiffany Bias,NYL,G,12,105,12,0,8.8,0.6,2.3,0.25,0.3,1.6,0.158,0.3,0.8,0.444,0.5,0.6,0.857,0,0.5,0.9,0.3,0,0.7,0.6,1.9
184,2019,Monique Billings,ATL,F,29,553,29,2,19.1,1.9,5,0.389,0,0,1,1.9,4.9,0.385,1.6,2.1,0.783,2.1,6.9,0.6,0.6,0.4,1.6,2.3,5.5
185,2019,DeWanna Bonner,PHO,F-G,34,1120,34,34,32.9,5.6,14.8,0.377,1.5,5.6,0.272,4.1,9.2,0.441,4.5,4.9,0.916,1,7.6,2.7,1.3,0.6,1.6,1.6,17.2
186,2019,Brittany Boyd,NYL,G,33,649,33,17,19.7,2.2,5.5,0.394,0.2,0.7,0.304,1.9,4.8,0.408,0.8,1,0.765,0.8,3.7,4.6,1.4,0.1,2.5,2.1,5.3
187,2019,Imani McGee-Stafford,DAL,C,29,346,29,6,11.9,1.8,3.8,0.468,0,0.1,0.25,1.7,3.6,0.476,0.3,0.5,0.643,1.5,3.8,0.6,0.6,0.6,1.2,2,3.9
188,2019,Jessica Breland,ATL,F,33,767,33,33,23.2,3.2,8.3,0.378,0.3,1.2,0.237,2.9,7.2,0.401,0.9,1,0.879,1.3,7.3,1.7,1.3,1.1,1.2,2,7.5
189,2019,Kalani Brown,LAS,C,28,377,28,0,13.5,1.9,4,0.478,0,0,0,1.9,4,0.482,1.3,1.6,0.783,1.2,3.5,0.6,0.3,0.8,1,1.7,5.1
190,2019,Lexie Brown,MIN,G,33,605,33,0,18.3,2.5,6.3,0.402,1.6,4.1,0.385,1,2.2,0.432,0.9,1.2,0.789,0.2,1.4,1.4,0.9,0,1.2,1.3,7.6
191,2019,Kennedy Burke,IND,G,31,423,31,7,13.6,1.5,3.8,0.385,0.5,1.3,0.35,1,2.5,0.403,1,1.4,0.705,0.6,1.5,0.7,0.6,0.3,0.7,1,4.4
192,2019,Liz Cambage,LVA,C,32,807,32,30,25.2,6.1,12.2,0.504,0.1,0.4,0.167,6.1,11.8,0.515,3.6,4.8,0.748,2,8.2,2.1,0.6,1.6,2.3,2.8,15.9
193,2019,Jordin Canada,SEA,G,30,865,30,29,28.8,3.7,9.6,0.388,0.3,1.4,0.186,3.5,8.2,0.423,2.1,2.7,0.768,0.4,2.4,5.2,2.3,0.2,2.6,1.6,9.8
194,2019,Essence Carson,PHO,G,23,425,23,13,18.5,2,5.6,0.352,0.6,1.8,0.341,1.3,3.8,0.356,1.3,1.6,0.784,0.5,2.2,1.5,0.5,0.3,0.7,1,5.8
195,2019,Arica Carter,PHO,G,6,24,6,0,4,0.2,0.8,0.2,0,0.7,0,0.2,0.2,1,0,0,,0,0,0.2,0.2,0,0.3,0.8,0.3
196,2019,Maite Cazorla,ATL,G,31,477,31,1,15.4,0.9,3,0.312,0.4,1.8,0.236,0.5,1.2,0.421,0.7,0.8,0.875,0.1,0.7,1.6,0.6,0,0.9,0.7,3
197,2019,Tina Charles,NYL,C,33,1028,33,33,31.2,6.7,17.2,0.389,0.3,1.8,0.186,6.3,15.4,0.412,3.3,4,0.812,2,7.5,2.4,0.7,0.9,2.6,2.8,16.9
198,2019,Karima Christmas-Kelly,MIN,F-G,6,72,6,0,12,0.8,3,0.278,0.5,1.8,0.273,0.3,1.2,0.286,0.5,0.8,0.6,0.2,0.8,1,0.8,0.2,0.7,1.3,2.7
199,2019,Layshia Clarendon,CON,G,9,138,9,0,15.3,2,4.8,0.419,0.2,0.2,1,1.8,4.6,0.39,2,2.3,0.857,0.8,2.4,2.1,0.3,0,0.9,0.8,6.2
200,2019,Alysha Clark,SEA,F,31,881,31,30,28.4,3.7,7.6,0.481,1.6,3.4,0.481,2,4.2,0.481,0.6,0.7,0.818,1.2,4.7,2.5,1.1,0.5,1.5,1.9,9.6
201,2019,Natasha Cloud,WAS,G,34,1093,34,34,32.1,3.2,8.2,0.394,1.3,4.1,0.326,1.9,4.1,0.461,1.2,1.8,0.683,0.2,2.5,5.6,1,0.2,1.9,2,9
202,2019,Nia Coffey,ATL,F,28,389,28,6,13.9,1.7,5,0.338,0.8,2.1,0.379,0.9,2.9,0.309,0.8,1.5,0.548,0.8,2.8,0.4,0.5,0.5,0.8,1.9,5
203,2019,Napheesa Collier,MIN,F,34,1131,34,34,33.3,4.9,10,0.49,0.9,2.4,0.361,4,7.6,0.531,2.4,3,0.792,1.8,6.6,2.6,1.9,0.9,1.9,2.9,13.1
204,2019,Sydney Colson,LVA,G,33,379,33,0,11.5,1.1,2.5,0.44,0.3,0.6,0.45,0.8,1.9,0.438,0.8,1,0.818,0.1,0.7,1.8,0.9,0.1,0.8,1.2,3.3
205,2019,Kahleah Copper,CHI,G-F,34,502,34,0,14.8,2.3,6,0.387,0.4,1.4,0.306,1.9,4.6,0.413,1.6,2.1,0.771,0.4,1.9,0.9,0.4,0.1,1.3,1.5,6.7
206,2019,Sophie Cunningham,PHO,G,32,389,32,5,12.2,0.9,2.5,0.354,0.4,1.4,0.304,0.4,1,0.424,0.9,1.1,0.882,0.2,1.4,0.8,0.3,0.1,0.6,1.7,3.1
207,2019,Damiris Dantas,MIN,F,26,667,26,26,25.7,3.4,7.9,0.432,1.6,4.1,0.393,1.8,3.8,0.475,0.7,1,0.731,1.1,4.5,3.2,0.7,0.6,1.7,2.8,9.2
208,2019,Kaela Davis,DAL,F,33,634,33,16,19.2,2.3,7,0.329,0.5,1.5,0.314,1.8,5.5,0.333,0.9,1,0.879,0.5,2.2,2.1,0.5,0.2,2.2,2.4,6
209,2019,Elena Delle Donne,WAS,F-G,31,901,31,31,29.1,7.1,13.8,0.515,1.7,3.9,0.43,5.4,9.9,0.549,3.7,3.8,0.974,1.5,8.2,2.2,0.6,1.3,1,1,19.5
210,2019,Diamond DeShields,CHI,G,34,1027,34,34,30.2,5.6,14.1,0.399,1.5,4.6,0.316,4.2,9.5,0.44,3.4,4.1,0.836,0.9,5.5,2.4,1.3,0.4,2.2,2.7,16.2
211,2019,Blake Dietrick,SEA,G,17,106,17,1,6.2,0.1,0.6,0.1,0,0.4,0,0.1,0.2,0.25,0.2,0.4,0.667,0.1,0.6,0.9,0.2,0.1,0.6,0.8,0.4
212,2019,Stefanie Dolson,CHI,C,34,850,34,34,25,3.6,6.9,0.519,0.9,2.4,0.361,2.7,4.4,0.607,1.3,1.4,0.898,1.2,5.6,2.2,0.6,1,1.9,3.7,9.3
213,2019,Candice Dupree,IND,F,34,1043,34,34,30.7,5.1,10.9,0.472,0,0.1,0,5.1,10.8,0.475,1.4,1.6,0.839,0.7,5,2.5,0.4,0.6,1.5,1,11.6
214,2019,Asia Durr,NYL,G,18,480,18,15,26.7,3.9,8.4,0.467,0.8,2.8,0.294,3.1,5.6,0.554,1,1.2,0.818,0.3,1.6,1.7,0.6,0.4,1.2,1.9,9.7
215,2019,Temi Fagbenle,MIN,C,18,271,18,0,15.1,2.3,4.5,0.519,0.1,0.3,0.167,2.3,4.2,0.547,0.7,1,0.722,1.2,2.9,0.8,0.3,0.3,1.8,2.3,5.4
216,2019,Jamierra Faulkner,CHI,G,13,72,13,0,5.5,0.5,1.4,0.333,0.1,0.7,0.111,0.4,0.7,0.556,0.3,0.6,0.5,0.2,0.3,0.8,0.2,0,0.4,0.6,1.3
217,2019,Sylvia Fowles,MIN,C,34,1003,34,34,29.5,5.8,9.9,0.588,0,0,,5.8,9.9,0.588,2.1,2.9,0.707,2.7,8.9,1.5,0.9,1.4,2,2.6,13.6
218,2019,Allisha Gray,DAL,G,34,1035,34,29,30.4,3.4,7.5,0.457,1,2.5,0.384,2.5,5,0.494,2.8,3.3,0.848,1.3,4.1,2.3,1.2,0.4,1.4,2.6,10.6
219,2019,Chelsea Gray,LAS,G,34,1108,34,34,32.6,5.5,13.3,0.416,1.5,3.9,0.382,4.1,9.4,0.43,1.9,2.1,0.917,0.4,3.8,5.9,1,0.1,3.2,1.4,14.5
220,2019,Reshanda Gray,NYL,F,34,519,34,10,15.3,2.1,4.4,0.473,0,0.1,0.5,2.1,4.4,0.473,1,1.8,0.565,1.8,5.2,0.5,0.5,0.2,1.2,3.3,5.2
221,2019,Brittney Griner,PHO,C,31,1018,31,31,32.8,8.7,15.5,0.564,0,0.1,0.333,8.7,15.4,0.565,3.3,4,0.808,1.6,7.2,2.4,0.7,2,2.5,2.7,20.7
222,2019,Marie Gulich,ATL,C,31,349,31,1,11.3,1.3,3.5,0.361,0.3,0.8,0.32,1,2.7,0.373,0.5,0.7,0.727,1.1,2.7,0.6,0.2,0.8,1,2,3.3
223,2019,Megan Gustafson,DAL,C,25,238,25,0,9.5,1.1,2.2,0.491,0,0.4,0.111,1,1.8,0.565,0.7,0.8,0.9,0.8,2.5,0.3,0.2,0.2,0.4,1,2.9
224,2019,Dearica Hamby,LVA,F,34,842,34,9,24.8,4.1,8.5,0.488,0.5,1.6,0.321,3.6,6.9,0.525,2.2,3,0.718,2.2,7.6,1.9,1,0.4,1.8,2.1,11
225,2019,Isabelle Harrison,DAL,F,31,794,31,29,25.6,3.5,7.8,0.456,0,0.2,0,3.5,7.6,0.468,1.5,2.2,0.716,2.3,5.8,1.4,1.1,0.8,1.5,2.6,8.6
226,2019,Bria Hartley,NYL,G,24,545,24,18,22.7,3.3,8.8,0.376,1,3,0.329,2.3,5.7,0.401,2.2,2.8,0.803,0.8,3.2,3.2,0.8,0,2.1,2.3,9.8
