,Year,Player,Team,Pos,G,MP,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
571,2021,Jazmine Jones,NYL,G,27,448,27,0,16.6,2,5.5,0.356,0.7,1.7,0.383,1.3,3.8,0.343,1.3,1.7,0.761,0.4,2.4,1.1,0.5,0.4,1.6,2.4,5.9
572,2021,Jonquel Jones,CON,F,27,856,27,27,31.7,7.1,13.8,0.515,1.6,4.3,0.362,5.6,9.5,0.584,3.6,4.5,0.802,2.5,11.2,2.8,1.3,1.3,2.9,3.1,19.4
573,2021,Stephanie Jones,CON,F,18,99,18,0,5.5,0.7,1.6,0.414,0,0.1,0,0.7,1.5,0.444,0.1,0.1,0.5,0.6,1.2,0.2,0.1,0.1,0.2,0.5,1.4
574,2021,Awak Kuier,DAL,F-C,16,142,16,0,8.9,0.8,2.4,0.308,0.2,1.1,0.167,0.6,1.3,0.429,0.7,0.9,0.786,0.6,2.4,0.6,0.3,0.8,1,0.6,2.4
575,2021,Betnijah Laney,NYL,G-F,32,1069,32,32,33.4,6.3,14.1,0.451,1.1,3.4,0.312,5.3,10.7,0.496,3,3.8,0.787,0.8,4.1,5.2,0.7,0.1,3.7,2.2,16.8
576,2021,Jantel Lavender,IND,F,27,539,27,14,20,2.8,7,0.404,0.1,0.7,0.2,2.7,6.2,0.429,0.7,0.7,0.9,1.7,3.9,1.5,0,0.1,1.4,1.8,6.4
577,2021,Kiara Leslie,WAS,G,9,86,9,0,9.6,0.9,2.7,0.333,0.2,0.8,0.286,0.7,1.9,0.353,0.8,0.9,0.875,0.2,2.2,0.2,0.4,0,0.4,1.2,2.8
578,2021,Jewell Loyd,SEA,G,31,962,31,31,31,6.2,14.8,0.42,2.1,5.6,0.376,4.1,9.2,0.448,3.4,3.8,0.889,0.8,4,3.8,1.5,0.2,2.3,2.1,17.9
579,2021,Marina Mabrey,DAL,G,32,773,32,8,24.2,4.9,12.2,0.405,2,5.8,0.342,3,6.4,0.461,1.4,1.6,0.882,0.7,3.9,2.9,1,0.3,2.1,2.5,13.3
580,2021,Ezi Magbegor,SEA,C,30,456,30,3,15.2,2.7,5.3,0.506,0.2,0.3,0.556,2.5,5,0.503,1.1,1.3,0.846,1.5,3.9,0.8,0.6,1,0.9,2.2,6.7
581,2021,Kayla McBride,MIN,G,32,1010,32,32,31.6,4.5,10.3,0.433,1.9,5,0.379,2.6,5.3,0.485,2.8,3.1,0.91,0.3,3.6,2.3,0.8,0.2,1.1,1.8,13.7
582,2021,Erica McCall,WAS,F,23,356,23,6,15.5,1.6,3.2,0.5,0,0,0,1.6,3.2,0.507,0.9,1.4,0.625,1.4,4.3,0.6,0.3,0.4,0.9,2,4.1
583,2021,Angel McCoughtry,LVA,F-G,1,0,1,0,0,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0
584,2021,Teaira McCowan,IND,C,32,848,32,23,26.5,4.3,8,0.537,0,0,,4.3,8,0.537,2.7,4.1,0.644,3.4,9.6,1.1,0.6,1.6,1.7,3.3,11.3
585,2021,Aari McDonald,ATL,G,30,493,30,4,16.4,1.9,5.8,0.322,1.1,3.5,0.308,0.8,2.3,0.343,1.5,1.7,0.882,0.3,1.6,2,0.8,0.2,1.2,1.8,6.3
586,2021,Kelsey Mitchell,IND,G,32,1059,32,32,33.1,6.6,15.4,0.431,2.2,6.5,0.335,4.4,8.8,0.502,2.3,2.7,0.882,0.7,2.6,2.5,1.1,0.2,2,2.3,17.8
587,2021,Leilani Mitchell,WAS,G,31,725,31,12,23.4,2.1,5.7,0.36,1.6,4.5,0.357,0.5,1.2,0.368,0.6,0.7,0.826,0.4,2,2.5,0.5,0.1,1.1,1.5,6.4
588,2021,Tiffany Mitchell,IND,G,28,765,28,25,27.3,3.8,9.1,0.421,0.4,1.7,0.255,3.4,7.4,0.459,3.9,4.5,0.88,0.9,2.9,2,0.6,0,1.9,1.9,12
589,2021,Beatrice Mompremier,CON,F,32,275,32,0,8.6,0.8,1.7,0.491,0,0,,0.8,1.7,0.491,0.2,0.4,0.417,0.9,2.4,0.2,0.4,0.3,0.6,1.4,1.8
590,2021,Astou Ndour,CHI,C-F,20,342,20,8,17.1,2.3,5.8,0.397,0.4,1.7,0.235,1.9,4.1,0.463,1.6,1.7,0.941,1.6,4.8,0.4,0.4,0.8,0.9,2.2,6.6
591,2021,Kia Nurse,PHO,G,32,835,32,32,26.1,3.1,8.5,0.359,1.8,5.2,0.353,1.2,3.3,0.368,1.5,1.9,0.79,0.4,3.5,1.8,0.5,0.1,1.5,2.3,9.5
592,2021,Leaonna Odom,NYL,F,18,217,18,0,12.1,1.2,2.5,0.467,0.3,0.9,0.294,0.9,1.6,0.571,0.5,0.7,0.75,0.6,1.2,0.4,0.3,0.3,0.6,1.4,3.1
593,2021,Arike Ogunbowale,DAL,G,32,1003,32,32,31.3,6.2,16.3,0.383,2.5,6.7,0.376,3.7,9.6,0.388,3.8,4.4,0.864,0.7,3.2,3.3,1.1,0,2.1,2.3,18.7
594,2021,Chiney Ogwumike,LAS,F-C,7,134,7,3,19.1,2.9,7,0.408,0.4,0.6,0.75,2.4,6.4,0.378,0.9,1.1,0.75,1.6,4.1,1.3,0.9,0.4,0.9,3.3,7
595,2021,Nneka Ogwumike,LAS,F,18,570,18,18,31.7,6.1,11.4,0.532,0.6,1.7,0.367,5.4,9.7,0.56,1.8,2.2,0.8,1.4,6.5,2.7,1.4,0.3,2.2,1.8,14.5
596,2021,Michaela Onyenwere,NYL,F,32,711,32,29,22.2,2.8,7.1,0.401,1.2,3.5,0.327,1.7,3.6,0.474,1.8,2.1,0.836,0.7,2.9,0.6,0.4,0.3,1.1,2.5,8.6
597,2021,Candace Parker,CHI,F-C,23,615,23,23,26.7,5,11,0.458,1,3.2,0.329,4,7.8,0.511,2.2,2.7,0.794,1.4,8.4,4,0.8,1.2,2.4,1.6,13.3
598,2021,Cheyenne Parker,ATL,F,13,270,13,11,20.8,3.8,8.5,0.455,0.8,2.3,0.333,3.1,6.2,0.5,1.7,2.2,0.786,1,4.5,1.2,1.2,0.9,1.3,2.2,10.2
599,2021,JiSu Park,LVA,C,25,223,25,0,8.9,0.7,2.1,0.327,0,0.2,0,0.7,1.9,0.354,0.6,0.7,0.833,0.6,1.8,0.8,0.1,0.6,0.8,1.1,2
600,2021,Shey Peddy,PHO,G,32,560,32,5,17.5,1.9,4.6,0.412,0.8,2.5,0.333,1.1,2.1,0.507,0.7,0.8,0.92,0.8,2.3,2.5,0.9,0.1,1,1,5.4
601,2021,Chelsey Perry,IND,F,6,40,6,0,6.7,0.8,3,0.278,0.3,1.5,0.222,0.5,1.5,0.333,0.2,0.3,0.5,0,1,0.3,0.5,0,0.3,1.2,2.2
602,2021,Theresa Plaisance,WAS,F,31,559,31,11,18,2.3,6.5,0.351,1.1,3.7,0.302,1.2,2.8,0.419,0.7,0.9,0.815,0.7,4.4,1.4,0.8,0.7,1.2,2.2,6.4
603,2021,Kelsey Plum,LVA,G,26,665,26,0,25.6,4.9,11.3,0.437,1.7,4.4,0.386,3.2,6.9,0.469,3.3,3.5,0.944,0.4,2.5,3.6,1,0,1.7,2.2,14.8
604,2021,Aerial Powers,MIN,G,14,309,14,7,22.1,4.4,10.2,0.427,0.8,2.5,0.314,3.6,7.7,0.463,3.9,4.3,0.917,0.9,3.6,2.1,0.4,0.4,2.9,2.1,13.4
605,2021,Epiphanny Prince,SEA,G,29,416,29,2,14.3,2,4.6,0.439,0.9,1.7,0.5,1.1,2.8,0.402,0.9,1,0.897,0.3,1.6,1.7,0.7,0.2,0.9,1.1,5.8
606,2021,Allie Quigley,CHI,G,26,635,26,11,24.4,4.7,10.4,0.448,2.1,4.6,0.454,2.6,5.8,0.444,1.8,1.9,0.959,0.7,2.7,2.3,0.5,0.3,1.2,1.4,13.2
607,2021,DiDi Richards,NYL,G-F,31,346,31,0,11.2,0.9,2.1,0.422,0.3,0.7,0.455,0.5,1.4,0.405,0.2,0.3,0.6,0.3,1.1,0.8,0.5,0.2,0.5,0.8,2.3
608,2021,Danielle Robinson,IND,G,24,659,24,24,27.5,3.7,8.8,0.417,0.2,1,0.2,3.5,7.8,0.446,2.3,2.6,0.889,0.3,3.5,3.7,1.6,0.1,1.8,2.1,9.9
609,2021,Mercedes Russell,SEA,C,30,740,30,28,24.7,3.1,5,0.617,0,0,,3.1,5,0.617,1.2,1.6,0.766,1.7,6.1,1.6,0.9,0.4,1.3,2.6,7.3
610,2021,Satou Sabally,DAL,F,17,423,17,14,24.9,4.1,9.7,0.418,1.1,3.2,0.327,3,6.5,0.464,2.8,3.6,0.77,1.6,5.9,2.8,0.2,0.8,2.3,3.2,11.9
611,2021,Katie Lou Samuelson,SEA,F,27,566,27,24,21,2.7,5.9,0.456,1,2.7,0.351,1.7,3.1,0.548,0.7,1,0.731,0.4,3.5,1.7,0.7,0.3,1.1,1.7,7
612,2021,Jessica Shepard,MIN,F,22,231,22,0,10.5,0.7,2,0.364,0,0.5,0.083,0.7,1.5,0.469,0.5,0.7,0.75,1.1,3.2,1.7,0.1,0.2,0.8,0.9,2
613,2021,Kylee Shook,NYL,F,30,567,30,19,18.9,2.4,5.1,0.467,0.8,2,0.393,1.6,3,0.516,0.1,0.2,0.8,0.7,4,1.4,0.3,0.5,1.3,1.6,5.7
614,2021,Odyssey Sims,ATL,G,30,753,30,21,25.1,3.5,9.5,0.37,0.5,2.3,0.232,3,7.2,0.414,1.2,1.6,0.729,0.5,2.5,3.6,1.2,0.1,1.6,1.5,8.7
615,2021,Destiny Slocum,LVA,G,21,133,21,0,6.3,0.3,1,0.318,0.2,0.7,0.333,0.1,0.3,0.286,0.1,0.2,0.6,0.1,0.9,0.6,0.1,0,0.3,0.9,1
616,2021,Alanna Smith,PHO,F,18,117,18,0,6.5,0.4,1.9,0.235,0.2,1.2,0.19,0.2,0.7,0.308,0.1,0.2,0.25,0.3,1.3,0.6,0.4,0.3,0.3,0.6,1.2
617,2021,Azura Stevens,CHI,F-C,30,587,30,11,19.6,3,6,0.5,0.5,1.5,0.333,2.5,4.5,0.556,0.9,1.1,0.813,1.6,4.6,0.8,0.8,0.7,0.9,1.8,7.4
618,2021,Breanna Stewart,SEA,F,28,934,28,28,33.4,6.9,15.8,0.439,1.7,5.1,0.336,5.2,10.7,0.488,4.8,5.6,0.847,1.2,9.6,2.7,1.2,1.7,1.6,1.8,20.3
619,2021,Shekinna Stricklen,ATL,F,24,236,24,0,9.8,0.9,3.5,0.259,0.6,2.8,0.212,0.3,0.8,0.421,0.1,0.2,0.4,0.1,0.9,0.3,0.4,0.2,0.1,1.1,2.5
620,2021,Brittney Sykes,LAS,G,32,939,32,20,29.3,3.6,8.9,0.405,0.3,1.3,0.262,3.3,7.6,0.43,1.9,2.5,0.772,1.2,4.6,2.2,1.8,0.5,1.4,2.5,9.4
621,2021,Stephanie Talbot,SEA,F,30,538,30,9,17.9,2.3,4.8,0.483,0.9,2.2,0.415,1.4,2.6,0.538,0.2,0.3,0.75,0.4,2.9,1.6,0.5,0.4,1.6,1.9,5.7
622,2021,Diana Taurasi,PHO,G,16,455,16,16,28.4,4.4,11.9,0.366,2.6,7.6,0.339,1.8,4.4,0.414,3.9,4.5,0.861,0.2,4.4,4.9,0.2,0.6,2.9,2.4,15.2
623,2021,Alyssa Thomas,CON,F,3,37,3,0,12.3,1.3,5,0.267,0,0,,1.3,5,0.267,1,1.3,0.75,0.3,3.3,1.3,0.3,0,1,1.3,3.7
624,2021,Jasmine Thomas,CON,G,30,887,30,30,29.6,3.8,9.8,0.386,1.4,3.5,0.4,2.4,6.3,0.378,1.6,1.9,0.875,0.4,2.4,4.1,1.3,0.2,2.2,1.8,10.6
625,2021,Kayla Thornton,DAL,F,31,857,31,25,27.6,2.7,6.4,0.421,0.7,2,0.349,2,4.3,0.455,1.5,1.7,0.849,2.1,5.6,1.5,0.8,0.2,1,2,7.5
626,2021,Kristi Toliver,LAS,G,19,525,19,19,27.6,3.5,8.5,0.414,1.5,4.4,0.337,2.1,4.2,0.494,0.8,1,0.842,0.5,1.5,2.8,0.7,0,1.7,1.9,9.4
627,2021,Brianna Turner,PHO,F,32,994,32,32,31.1,3.4,6.1,0.554,0,0,0,3.4,6.1,0.557,1,1.4,0.717,2.4,9.4,1.8,0.8,1.3,1.5,2.2,7.8
628,2021,Courtney Vandersloot,CHI,G,32,977,32,32,30.5,4,9.3,0.433,1.1,3.3,0.346,2.9,6.1,0.479,1.3,1.5,0.857,0.5,3.4,8.6,1.7,0.4,3,2.1,10.5
629,2021,Kia Vaughn,PHO,C,28,441,28,2,15.8,2.1,4.8,0.444,0,0,0,2.1,4.7,0.447,0.4,0.7,0.6,0.8,2.7,1.3,0.2,0.2,1.3,1.6,4.6
630,2021,Victoria Vivians,IND,G,31,661,31,8,21.3,2.5,7.5,0.333,1,4.1,0.252,1.5,3.4,0.433,0.8,1,0.833,0.5,3.1,1.3,1.1,0.1,1.3,1.8,6.8
631,2021,Jasmine Walker,LAS,F,2,20,2,0,10,0,2.5,0,0,2,0,0,0.5,0,0,1,0,0,0.5,1,1,0.5,0.5,0.5,0
632,2021,Megan Walker,PHO,F,29,426,29,7,14.7,1.6,5.1,0.311,0.7,2.6,0.267,0.9,2.5,0.356,0.7,1,0.633,0.2,1.3,0.9,0.2,0.3,0.8,1.8,4.5
633,2021,Stephanie Watts,CHI,G,6,84,6,0,14,0.7,3.2,0.211,0.2,1.7,0.1,0.5,1.5,0.333,1,1.3,0.75,1.3,3.7,0.5,0.5,0.3,1.3,2.2,2.5
634,2021,Erica Wheeler,LAS,G,32,967,32,32,30.2,5,12,0.417,1,2.9,0.359,4,9.1,0.435,2.5,3.1,0.827,0.5,3.1,4.8,1.3,0.3,2.7,2.7,13.6
635,2021,Sami Whitcomb,NYL,G,30,843,30,28,28.1,4.1,8.7,0.473,2.5,6,0.425,1.6,2.8,0.578,0.9,1.1,0.818,0.3,5,2.7,1,0.3,2.1,1.8,11.7
636,2021,Sydney Wiese,WAS,G,27,578,27,8,21.4,1.5,4.7,0.323,0.9,2.9,0.291,0.7,1.8,0.375,0.5,0.7,0.778,0.2,1.3,1.6,0.4,0,1,0.7,4.4
637,2021,Courtney Williams,ATL,G,32,1101,32,32,34.4,7.1,17.1,0.418,1.2,3.2,0.382,5.9,13.9,0.426,1.1,1.7,0.642,1.4,6.8,4,1.1,0.5,1.8,1.7,16.5
638,2021,Elizabeth Williams,ATL,C-F,32,761,32,32,23.8,2.5,4.8,0.516,0,0,,2.5,4.8,0.516,0.8,1.7,0.509,2,4.9,1.2,1.1,1.3,0.8,1.9,5.8
639,2021,Kiana Williams,SEA,G,10,35,10,0,3.5,0.1,0.7,0.143,0.1,0.6,0.167,0,0.1,0,0.1,0.1,1,0,0.4,0.2,0.1,0,0.2,0.3,0.4
640,2021,Riquna Williams,LVA,G,32,833,32,32,26,3.6,8,0.444,2,4.7,0.417,1.6,3.3,0.481,1.4,1.6,0.92,0.2,2.6,1.6,0.8,0.3,0.7,1.5,10.5
641,2021,A'ja Wilson,LVA,F,32,1021,32,32,31.9,6.5,14.6,0.444,0,0,1,6.4,14.5,0.443,5.3,6,0.876,2,9.3,3.1,0.9,1.3,1.4,1.5,18.3
642,2021,Aaliyah Wilson,IND,G,14,119,14,0,8.5,0.4,1.9,0.231,0.1,0.5,0.143,0.4,1.4,0.263,0.1,0.3,0.5,0.4,0.9,0.6,0.2,0.1,0.6,1.2,1.1
643,2021,Jackie Young,LVA,G,32,1016,32,32,31.8,4.8,9.6,0.507,0.2,0.6,0.25,4.7,8.9,0.524,2.3,2.8,0.833,0.6,4.1,3.2,1.1,0.3,1.5,1.8,12.2
644,2021,Amanda Zahui B.,LAS,C,30,714,30,27,23.8,3.5,8.2,0.429,1,3.6,0.28,2.5,4.7,0.543,1.1,1.4,0.767,0.8,5.1,1,0.6,1.2,1.8,3.3,9.2
645,2021,Shavonte Zellous,WAS,G,28,442,28,5,15.8,1.5,4.1,0.377,0.4,1.5,0.244,1.2,2.6,0.452,0.9,1.1,0.806,0.6,2.4,1.6,0.4,0.2,0.8,1.7,4.3
646,2021,Kristine Anigwe,TOT,F-C,10,136,10,1,13.6,1.2,2.9,0.414,0,0,,1.2,2.9,0.414,1,1.8,0.556,1.1,3.3,0.5,0.5,0.1,1.2,2.8,3.4
647,2021,Cierra Burdick,TOT,F,14,64,14,0,4.6,0.4,0.8,0.455,0,0,,0.4,0.8,0.455,0.2,0.4,0.6,0.5,1.4,0.4,0.2,0.2,0.2,0.4,0.9
648,2021,Emma Cannon,TOT,F,20,295,20,6,14.8,2.3,5.1,0.446,0.4,1.2,0.292,1.9,3.9,0.494,0.7,0.9,0.722,1.3,3.7,0.9,0.3,0.2,1.6,2.1,5.5
649,2021,Layshia Clarendon,TOT,G,22,543,22,20,24.7,4.2,8.1,0.517,0.2,0.6,0.357,4,7.5,0.53,1.3,1.7,0.784,0.5,3,5.4,0.6,0,3,2.7,9.9
650,2021,Lauren Cox,TOT,F,26,305,26,0,11.7,1,2.5,0.385,0.1,0.3,0.25,0.9,2.2,0.404,0.6,0.8,0.8,0.6,3,0.5,0.5,0.6,0.6,1.1,2.6
651,2021,Candice Dupree,TOT,F,26,463,26,6,17.8,2.8,6.5,0.435,0,0.3,0.143,2.8,6.3,0.448,0.7,0.8,0.818,0.6,3,0.7,0.5,0.2,0.8,1.1,6.4
652,2021,Dana Evans,TOT,G,29,221,29,0,7.6,0.9,2.7,0.342,0.6,1.6,0.4,0.3,1.2,0.265,0.8,0.9,0.885,0,0.4,1,0.2,0,0.6,0.7,3.3
653,2021,Bria Holmes,TOT,G,19,318,19,5,16.7,1.6,5.1,0.323,0.4,1.7,0.242,1.2,3.3,0.365,0.7,1.2,0.565,1.1,2.6,1.1,0.8,0.3,1.1,1.1,4.4
654,2021,Joyner Holmes,TOT,F,5,28,5,0,5.6,1,2,0.5,0.6,0.8,0.75,0.4,1.2,0.333,0,0,,0,0.8,0.6,0,0.2,0.4,0.6,2.6
655,2021,Natasha Mack,TOT,F,4,18,4,0,4.5,0.5,0.8,0.667,0,0,,0.5,0.8,0.667,0.5,0.5,1,0.3,1,0,0,0,0.5,0.5,1.5
656,2021,Karlie Samuelson,TOT,G,14,206,14,3,14.7,1.1,3.1,0.364,0.9,2.2,0.387,0.3,0.9,0.308,0.5,0.6,0.778,0.2,1.9,0.8,0.5,0,0.6,1.5,3.6
657,2021,Kiah Stokes,TOT,C,24,443,24,8,18.5,0.7,1.2,0.571,0,0.1,0.5,0.6,1.1,0.577,0.2,0.3,0.667,1.5,5.4,0.8,0.4,0.7,0.5,1.4,1.5
658,2021,Shatori Walker-Kimbrough,TOT,G,17,350,17,13,20.6,2.4,4.6,0.513,0.5,1.5,0.32,1.9,3.1,0.604,1.8,2.1,0.857,0.2,1.4,0.9,0.7,0.3,1.2,1.6,6.9
659,2021,Kristine Anigwe,DAL,F-C,3,30,3,0,10,1,2,0.5,0,0,,1,2,0.5,0.3,0.7,0.5,0.3,2,0,0.3,0,0.7,2.3,2.3
660,2021,Cierra Burdick,PHO,F,4,19,4,0,4.8,0.5,1,0.5,0,0,,0.5,1,0.5,0,0,,0.8,1.8,0.8,0.3,0.3,0.3,0.5,1
661,2021,Emma Cannon,LVA,F,3,17,3,0,5.7,0.7,1.7,0.4,0,0.7,0,0.7,1,0.667,0.7,0.7,1,0.7,1.7,0.3,0,0.3,1,1,2
662,2021,Layshia Clarendon,NYL,G,1,3,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,2,1,0
663,2021,Lauren Cox,IND,F,11,95,11,0,8.6,0.5,1.7,0.316,0.1,0.3,0.333,0.5,1.5,0.313,0.2,0.2,1,0.5,2,0.3,0.4,0.3,0.6,0.8,1.4
664,2021,Candice Dupree,SEA,F,16,260,16,2,16.3,2.6,5.9,0.436,0.1,0.3,0.25,2.5,5.6,0.444,0.7,0.7,1,0.5,2.5,0.7,0.4,0.2,0.8,1.3,5.9
665,2021,Dana Evans,DAL,G,6,24,6,0,4,0.2,1,0.167,0.2,0.5,0.333,0,0.5,0,0.3,0.3,1,0,0,0.5,0,0,0.7,0.5,0.8
666,2021,Bria Holmes,LAS,G,17,312,17,5,18.4,1.8,5.6,0.326,0.5,1.9,0.242,1.4,3.6,0.371,0.8,1.4,0.565,1.2,2.8,1.2,0.9,0.4,1.2,1.2,4.9
667,2021,Joyner Holmes,NYL,F,1,5,1,0,5,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,1,1,0
668,2021,Natasha Mack,CHI,F,3,16,3,0,5.3,0.7,1,0.667,0,0,,0.7,1,0.667,0.7,0.7,1,0.3,1.3,0,0,0,0.7,0.7,2
669,2021,Karlie Samuelson,LAS,G,11,174,11,3,15.8,1.2,3.1,0.382,1,2.1,0.478,0.2,1,0.182,0.5,0.6,0.714,0.3,2.3,0.8,0.6,0,0.5,1.8,3.8
670,2021,Kiah Stokes,NYL,C,9,135,9,0,15,0.7,1.2,0.545,0.1,0.2,0.5,0.6,1,0.556,0.2,0.2,1,0.9,4.2,0.6,0.4,0.7,0.7,1.6,1.7
671,2021,Shatori Walker-Kimbrough,CON,G,1,4,1,0,4,0,0,,0,0,,0,0,,0,0,,0,1,0,0,1,1,1,0
672,2021,Layshia Clarendon,MIN,G,21,540,21,20,25.7,4.4,8.5,0.517,0.2,0.7,0.357,4.1,7.8,0.53,1.4,1.8,0.784,0.6,3.1,5.7,0.6,0,3,2.8,10.4
673,2021,Joyner Holmes,LVA,F,4,23,4,0,5.8,1.3,2.5,0.5,0.8,1,0.75,0.5,1.5,0.333,0,0,,0,1,0.5,0,0.3,0.3,0.5,3.3
674,2021,Shatori Walker-Kimbrough,WAS,G,16,346,16,13,21.6,2.5,4.9,0.513,0.5,1.6,0.32,2,3.3,0.604,1.9,2.2,0.857,0.3,1.4,1,0.8,0.3,1.2,1.7,7.4
675,2021,Kristine Anigwe,LAS,F-C,7,106,7,1,15.1,1.3,3.3,0.391,0,0,,1.3,3.3,0.391,1.3,2.3,0.563,1.4,3.9,0.7,0.6,0.1,1.4,3,3.9
676,2021,Emma Cannon,CON,F,5,58,5,0,11.6,1.6,3.4,0.471,0.8,1.6,0.5,0.8,1.8,0.444,0.2,0.4,0.5,1,3,0.8,0,0.2,1,2,4.2
677,2021,Natasha Mack,MIN,F,1,2,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
678,2021,Cierra Burdick,MIN,F,3,10,3,0,3.3,0.7,1,0.667,0,0,,0.7,1,0.667,0.7,1,0.667,0,0.3,0,0,0,0,0,2
679,2021,Dana Evans,CHI,G,23,197,23,0,8.6,1.1,3.2,0.356,0.7,1.8,0.405,0.4,1.3,0.29,0.9,1,0.875,0,0.5,1.2,0.2,0,0.6,0.8,3.9
680,2021,Cierra Burdick,SEA,F,7,35,7,0,5,0.1,0.6,0.25,0,0,,0.1,0.6,0.25,0.1,0.3,0.5,0.6,1.7,0.4,0.3,0.3,0.3,0.6,0.4
681,2021,Emma Cannon,IND,F,12,220,12,6,18.3,2.9,6.6,0.443,0.3,1.2,0.214,2.7,5.4,0.492,0.8,1.2,0.714,1.5,4.5,1,0.4,0.2,2,2.4,6.9
682,2021,Kiah Stokes,LVA,C,15,308,15,8,20.5,0.7,1.1,0.588,0,0,,0.7,1.1,0.588,0.1,0.3,0.5,1.8,6.1,1,0.4,0.7,0.5,1.3,1.5
683,2021,Lauren Cox,LAS,F,15,210,15,0,14,1.3,3.1,0.413,0.1,0.3,0.2,1.2,2.7,0.439,0.9,1.2,0.778,0.7,3.7,0.6,0.7,0.9,0.6,1.3,3.5
684,2021,Karlie Samuelson,SEA,G,3,32,3,0,10.7,1,3.3,0.3,0.3,2.7,0.125,0.7,0.7,1,0.7,0.7,1,0,0.3,0.7,0,0,1,0.3,3
685,2021,Candice Dupree,ATL,F,10,203,10,4,20.3,3.3,7.6,0.434,0,0.3,0,3.3,7.3,0.452,0.7,1.1,0.636,0.7,3.8,0.6,0.5,0.2,0.9,0.8,7.3
686,2021,Bria Holmes,LVA,G,2,6,2,0,3,0,0.5,0,0,0,,0,0.5,0,0,0,,0,1,0,0,0,0.5,0,0
